id,score,z_document_dis,z_dist,z_tfidf_cos_sim,z_w2v_unique,z_w2v_dis_e,z_w2v_dis_mink,z_w2v_dis_cityblock,z_w2v_dis_canberra,z_q1_skew,z_q2_skew,z_q1_kur,z_q2_kur
10015,1.0,0.0,0.6126126126126126,0.32923805713653564,1.0,0.3065710786253321,0.14057400821506932,4.128200260042799,57.368117150150646,-0.026466064772351073,-0.07425651088374838,0.4513124656378178,0.41789065781615076
10016,0.5,0.0,0.5671641791044776,0.004708971828222275,1.0,1.2118950046181545,0.552825478498685,16.53140890061515,128.36893800652703,-0.08768244154303109,0.11669409148855676,0.38023181439519504,0.4124022084669776
10017,4.5,0.0,0.6274509803921569,0.4910297691822052,1.0,0.21277931161382063,0.09570803301374721,2.981008930384806,43.49138225566692,0.07958828752531749,0.08928555726599356,0.14383770685553054,0.25918627600239086
10018,4.4,0.0,0.7532467532467533,0.43475183844566345,1.0,0.32053263764028456,0.1466618991481885,4.377478801700406,53.605672229720874,-0.10151295079860868,-0.10251219259408044,0.30778356643644544,0.4035077374189626
10019,0.4,0.0,0.5675675675675675,0.06073711812496185,1.0,0.4660855769440097,0.21113894880973358,6.433035807770689,75.76002189773847,0.026715000569967447,0.030154394109467228,0.3532509067929577,0.23151497277362543
10020,2.6,0.0,0.8314606741573034,0.517905592918396,1.0,0.4972674025045242,0.2256428879240796,6.789987003107211,72.6012060237034,-0.005197516404767805,-0.03334815374642152,0.583708458884638,0.2864753244625624
10021,0.0,0.0,0.6031746031746031,0.0045660557225346565,1.0,0.4720336319867303,0.21818316379579722,6.397997813707605,77.22474757257157,-0.14100912324202522,-0.11425974433687924,0.11390414774853097,0.548061806926706
10022,0.4,0.0,0.6046511627906976,0.06827638298273087,1.0,0.4835899162989966,0.22189875602949866,6.526243170608879,81.15071992913421,-0.0781474501785394,-0.004123025054282669,0.41300887785087737,0.45021147564853425
10023,4.0,0.0,0.7450980392156863,0.6300173997879028,1.0,0.3794616277385457,0.17037699612622867,5.313758923073918,71.24420369104112,-0.1233212523212561,-0.041943771526127376,-0.06933246206190669,0.05797635525558986
10024,3.8,0.0,0.7710843373493976,0.6998039484024048,1.0,0.37353893676720384,0.17151712126269403,4.956295305662543,60.792337791531544,0.0449447551836802,0.015029726407887882,0.3692148954713894,0.4242738134620181
10025,0.0,0.0,0.5,0.0012350291945040226,1.0,0.9609881963710853,0.4424310361143262,12.993825111133791,125.38178428187082,0.015936378751052357,-0.13308416364749287,-0.048549644997398556,0.07202031664990782
10026,1.0,0.0,0.5074626865671642,0.15445974469184875,1.0,0.5405186507031754,0.24593888080454715,7.3435669157264245,78.27524306283215,0.01876789878594624,-0.09163308456281527,0.3760292220035413,0.22985195304868977
10027,0.8,0.0,0.6172839506172839,0.34041520953178406,1.0,0.3910356079673315,0.17809429015059502,5.357422104729538,61.80317911378833,-0.05629493038979633,-0.030403174628907834,0.4783119470064028,0.19434212072904966
10028,5.0,0.0,0.8461538461538461,0.919887125492096,1.0,0.7490616881037134,0.338537915888358,10.42123888871219,117.93900040277697,0.03815363371025632,-0.1282007721282293,0.2122792341891131,-0.09593531430596958
10029,1.4,0.0,0.7777777777777778,0.4078969955444336,1.0,1.047470736361506,0.4751963305873043,14.403833938157565,129.42364791655984,0.042449462833733805,-0.09023720579526545,-0.08713604001412945,0.4448003712616466
10030,2.4,0.0,0.735632183908046,0.5676081776618958,1.0,0.38156346804789987,0.1755117265952457,5.189125143763221,74.07477547281424,0.019140200126537422,0.014338068427717537,0.12333808080315123,0.37437264757110533
10031,0.75,0.0,0.7407407407407407,0.3117291331291199,1.0,0.33459782854594017,0.15121821052222822,4.625687594740527,56.77005436133514,-0.16337312494839099,-0.11556677289240871,0.03884212194238312,0.02493014908087865
10032,5.0,0.0,0.8571428571428571,0.5557409524917603,1.0,0.07585033124749153,0.03443751155120763,1.0456062560306156,17.22052125847976,-0.06515732950290068,-0.07930937914963754,0.17877207502989823,0.1895360236210717
10033,3.2,0.0,0.723404255319149,0.616148054599762,1.0,0.7652097860963001,0.3462822161328732,10.58828702261442,103.35715920612827,-0.04393758474916497,0.07105476540062447,0.5177800834867545,0.36596100027267653
10034,5.0,0.0,0.8,0.4813153147697449,1.0,0.4747209801929313,0.216391988897202,6.438705865431299,78.2160524757357,-0.10642705210493673,-0.16898206123861143,0.037347176750203825,0.17369424706871328
10035,2.0,0.0,0.6578947368421053,0.21441498398780823,1.0,0.4091500493022771,0.1882710282876325,5.523621691606639,75.72910436997199,0.0027552221706845193,-0.08162186557084021,0.38959914882125934,0.3981782379492689
10036,1.75,0.0,0.7931034482758621,0.6036450862884521,1.0,0.5796473891794425,0.26525935662485745,7.898339425306222,88.76359649365064,0.008850837739314842,0.04660812279802898,0.48744542635644006,0.20531258205792202
10037,4.857,0.0,0.8,0.5089541077613831,1.0,0.18972054759850002,0.08536082238288766,2.638560460675941,44.08506810720191,0.06014475887335311,0.06097756325977494,0.30294069805005375,0.2991979332303556
10038,4.4,0.0,0.8181818181818182,0.7037533521652222,1.0,0.1399456786878047,0.06402002831665121,1.9052089432761978,37.784686219636825,-0.04631601845735174,-0.08534391707300669,-0.08864146341610679,-0.0769360746934371
10039,4.0,0.0,0.7244094488188977,0.5011845827102661,1.0,0.21230439184895378,0.09772156713160902,2.8827274142895583,38.4161744034517,-0.06147497544425073,-0.1053358930824345,0.4492192821068772,0.49542363333512807
10040,0.4,0.0,0.6086956521739131,0.027177609503269196,1.0,0.7180706489337916,0.3309712636531262,9.758739605618825,106.14761735298288,-0.13906077139945575,-0.038041476973309354,-0.07013924788273451,0.20789829920603387
10041,2.4,0.0,0.512396694214876,0.13206304609775543,1.0,0.5376968680203451,0.24381811243365956,7.346407530495782,76.60313913010518,-0.015411627131537943,0.025266635434939122,0.39971024899445373,0.3761874574012549
10042,0.75,0.0,0.5116279069767442,0.0,1.0,0.9032819082540867,0.41622816580035815,12.167167583159074,115.08584177909837,0.02445564800898662,-0.044350582371984665,0.4463882839840476,0.035171265966399634
10043,3.4,0.0,0.8387096774193549,0.7808177471160889,1.0,0.23403389374996944,0.10467238363683551,3.263947316602534,49.09782024261861,-0.06796933065212177,-0.0497681834673021,0.15682291922394098,0.28660716447404333
10044,4.6,0.0,0.8192771084337349,0.8535857796669006,1.0,0.20979169237179632,0.09480060629662956,2.894870994889149,39.28146548718866,0.06286703997606563,0.059889913081388656,0.3455411937047357,0.392322062790162
10045,4.8,0.0,0.7936507936507936,0.5627921223640442,1.0,0.18942222267761313,0.08595877947010877,2.6118318715415993,39.74152577362123,-0.12879849701967158,-0.15445052046072424,0.3204953269557338,0.30578395333015473
10046,2.75,0.0,0.7384615384615385,0.42027440667152405,1.0,0.8854255688889181,0.4029194437637498,12.117230028459186,110.53929919533483,-0.15001817626718433,0.029685849994403466,0.3377334162670631,0.48677450306808634
10047,4.8,0.0,0.7368421052631579,0.6788281202316284,1.0,0.7840685195582655,0.35751942491978683,10.786971084853572,105.58171953863177,0.08368318159341707,-0.013610442086056157,0.30143091989996584,0.1919356616207284
10048,0.0,0.0,0.5714285714285714,0.010652871802449226,1.0,1.0826096513418586,0.4946299790206407,14.608786085430083,131.3957918269743,0.02733015951385641,-0.11312366168974855,0.25895102341727094,-0.10827118118786716
10049,4.6,0.0,0.6181818181818182,0.2667141854763031,1.0,0.426250546908627,0.19541137208857454,5.7773837108838055,64.86910418837974,-0.03211866278965279,-0.04687737903812575,0.2662384311941297,0.4983400447571267
10050,4.0,0.0,0.7671232876712328,0.4324209988117218,,0.5612617373286648,0.25739984239815494,7.700895880406576,81.94381420437745,0.09531449649416275,-0.0009036750165541712,0.40365622803756107,0.4205786944153749
10051,0.4,0.0,0.7755102040816326,0.040800221264362335,1.0,0.3489121615675291,0.1596407703341092,4.745146891070778,57.74273817765519,-0.11776798214110702,-0.04823236646899759,0.3614084229431178,0.4075644804070975
10052,2.5,0.0,0.8518518518518519,0.35791975259780884,1.0,0.22506934403844764,0.10157696123804345,3.090540615075888,41.08883458281705,-0.08874656345189169,-0.09309391085733996,0.3678728207537758,0.24866246914653978
10053,0.8,0.0,0.6376811594202898,0.09881681203842163,1.0,0.20882916680266225,0.0945317636544287,2.8832782361384983,38.75723259555653,-0.06735101549840211,-0.12875741785520364,0.20609174335681102,0.2204307771182381
10054,0.8,0.0,0.5151515151515151,0.05658457800745964,1.0,0.5927560249447398,0.27112437606786505,8.034317380469037,89.56279367368583,-0.16208942677463017,-0.049110972848308884,0.18199850479671165,0.2005258550881277
10055,3.6,0.0,0.8928571428571429,0.5704219341278076,1.0,0.1042941695082602,0.04729419001526669,1.4411726152360815,25.24136511714174,-0.061029985350996886,-0.06617286524297612,-0.10924362681524835,-0.09777174956648116
10056,4.0,0.0,0.7592592592592593,0.3571528494358063,1.0,0.3678978628030122,0.16754099661392874,5.063609526483193,58.26109351052029,-0.013302210986661874,-0.06464810515353435,0.18876108135164582,0.3613926593257788
10057,4.0,0.0,0.6470588235294118,0.5993269681930542,1.0,0.3066862019625227,0.13833366908553738,4.225112902639933,53.15985183459982,-0.010967705555836321,-0.037828802346120356,0.3269284058883075,0.10529621411332979
10058,1.75,0.0,0.6,0.029323115944862366,1.0,0.9516286751906704,0.4279823633020301,13.076760775838194,120.7459974484336,0.009375231241101399,-0.1712302592102416,0.19153351191346957,0.1850503379241326
10059,3.333,0.0,0.6578947368421053,0.2298751324415207,1.0,0.5030382072271185,0.2282411535728906,7.00256792043812,83.88677614194673,-0.09077847589129255,-0.06656135534021988,-0.08076948337524703,0.18810549416028666
10060,3.0,0.0,0.8253968253968254,0.5485363602638245,1.0,0.09053748424968594,0.04225638754537438,1.219734528297682,20.49379445526926,-0.14961392604756077,-0.14341658372559307,0.2946111357909853,0.29038884628546535
10061,2.4,0.0,0.6153846153846154,0.005761219188570976,1.0,0.44351256096765895,0.2019549947583226,6.077842185093454,66.4601244690055,-0.00653791395234562,0.016832052678172258,0.5532495497464027,0.543856410737035
10062,5.0,0.0,0.8085106382978723,0.5217114090919495,1.0,0.18726442190364945,0.08504852912996914,2.5844776347847533,36.74347627921931,0.007647867852407727,0.047562452253610533,0.40593593058777655,0.43418894498151284
10063,4.8,0.0,0.8648648648648649,0.7748358845710754,1.0,0.5573580352637404,0.25339477144880995,7.668352034512571,85.06869262747955,-0.006904772126789023,-0.1413787043195141,0.384174816297973,0.31768446637332115
10064,2.6,0.0,0.7536231884057971,0.22511038184165955,1.0,0.1774358968925629,0.08028632318438958,2.4741126316197883,43.383429267501,-0.004338838298170044,-0.042361711784719286,0.3183486451551887,0.23443047852310173
10065,4.6,125.56237870994562,0.7764705882352941,0.7271015644073486,1.0,0.2151214879432823,0.09651534278247119,2.9965825653356704,43.91411464006877,-0.05816355276058672,-0.051542188312659255,0.18621274149853306,0.07663577772075669
10066,0.4,0.0,0.7083333333333334,0.044969942420721054,1.0,0.35833418604526124,0.16250264918641752,4.897051987844179,63.05178739810858,0.06014475887335311,0.030871978664470556,0.30294069805005375,0.09625083058224737
10067,0.0,0.0,0.5172413793103449,0.05689551681280136,1.0,0.2143737961032966,0.0963075089828838,2.9744682745814663,37.50164074285953,-0.067249932679592,-0.016773451262353144,0.3383666518312176,0.3651368921622482
10068,0.0,0.0,0.5283018867924528,0.0054160174913704395,1.0,1.0968925364096211,0.5006989073209991,14.993930898358407,133.45206166075457,-0.035662271791529095,-0.1717964791623748,-0.01979305964051159,0.0921024799292205
10069,1.4,0.0,0.5045045045045045,0.23083087801933289,1.0,0.331492111854091,0.14980081281572857,4.534955313401106,55.50419028866423,-0.030884756537181902,-0.08961182903892816,0.20528492465520687,0.22690791930839982
10070,0.417,0.0,0.5454545454545454,0.005589765030890703,1.0,0.4801337711741542,0.21920322000016138,6.584947151666682,76.06374427393249,0.01840232836730743,-0.08312576768585718,0.348133595936865,0.20962341880598023
10071,0.0,0.0,0.5769230769230769,0.016385413706302643,1.0,1.194456850669048,0.5428033010618352,16.269810300807602,139.08503366230377,0.06014475887335311,-0.12387106089674887,0.30294069805005375,0.07787557435964176
10072,2.6,0.0,0.5925925925925926,0.2581981122493744,1.0,0.38896463625270916,0.17738980587299902,5.260129016460059,58.79303393797155,0.01489003134494049,-0.06337575678610728,0.423468780915806,0.4831103215524051
10073,4.4,0.0,0.8571428571428571,0.21264392137527466,1.0,0.7820009972227074,0.36003015344577544,10.680851843926114,97.33773427976489,0.09924126686187126,-0.044647257837565346,0.35480795322015757,0.3517212299971342
10074,4.0,0.0,0.8266666666666667,0.747268795967102,1.0,0.1383405196205911,0.062454288342935455,1.8954106241661774,38.45406020853253,-0.062202982661610444,-0.04631601845735174,-0.12644203120322173,-0.08864146341610679
10075,1.0,0.0,0.5846153846153846,0.12094830721616745,1.0,0.22476645168949955,0.10426314164096366,2.9871765877752945,44.06401269894225,-0.0028853790763072457,-0.038929688700812086,0.2201638782042048,0.31460640240892346
10076,2.6,0.0,0.5333333333333333,0.25783753395080566,1.0,0.5683887437624251,0.25546171095775394,7.955538005165379,87.61671484635067,-0.11339522603740888,0.010900363764926861,0.5450324632837136,0.35148966366569345
10077,5.0,0.0,0.8089887640449438,0.6218595504760742,1.0,0.15551438485939884,0.07078367953545507,2.1125426879539777,32.813953252643365,0.012765268007379794,-0.011653914383364354,0.3544007535849687,0.42371986632911884
10078,4.0,0.0,0.5714285714285714,0.4233071804046631,1.0,0.6130974885704962,0.2776721488414809,8.426616607686388,92.51618569719867,0.005492664486131557,0.00011386519637555793,0.031779391954371405,0.2538147802256496
10079,4.8,0.0,0.8,0.06552789360284805,1.0,0.6235345797360412,0.28454656945954726,8.612960215543811,90.08098546800909,-0.08622110566150705,-0.19448303729722535,0.4554365732015877,0.06885635143030999
10080,0.0,0.0,0.7037037037037037,0.011430351063609123,1.0,1.1629242807159528,0.532090524822851,15.851737695662235,136.5273276553964,-0.11230412319625771,0.08090597533209895,0.10250275183989821,0.30791318337305595
10081,2.2,0.0,0.6197183098591549,0.09732267260551453,1.0,0.9735906832642233,0.44008387870342075,13.379321647332684,125.13502595672642,-0.028665837488722836,0.0786263652541154,-0.04085168632577396,0.2969294530683628
10082,4.6,0.0,0.7294117647058823,0.4041624367237091,1.0,0.5141689622919234,0.2329796831327213,6.984580438400194,82.65106944661444,-0.030447428004913273,-0.035112933609513966,0.3773091073610364,0.019802112760419543
10083,2.4,52.57494205026941,0.723404255319149,0.5056143403053284,1.0,0.30126738337024517,0.1361172875376049,4.140928277524205,57.375783305123555,-0.08109222586224954,-0.04657206786006391,0.18648954172437238,0.13680727747375832
10084,0.8,0.0,0.7027027027027027,0.11062967032194138,1.0,0.7344386209102982,0.33663406316106964,9.926790161236134,98.73487585943764,-0.007453124192162078,-0.07650257404349114,0.1996872054307799,-0.017823700496912842
10085,0.8,158.82040436024755,0.2830188679245283,0.0,1.0,1.1756526320073037,0.5375546337416622,16.21538987608251,133.18717989295178,0.06931261321389351,-0.10531576789847588,0.4400878095266947,0.2990615888151247
10086,2.812,0.0,0.6666666666666666,0.0026456688065081835,1.0,0.18652712654259493,0.08649685305869052,2.5271881742251248,35.04419444818318,-0.1502488987031987,-0.1372448345352831,0.05402328578148152,0.15212077759481124
10087,2.2,0.0,0.6122448979591837,0.30767446756362915,1.0,0.2227770539726167,0.09996291131718169,3.0880038081936902,40.98492253608034,-0.011890911417293797,-0.04652918959421773,0.4726247104011505,0.47775400051567907
10088,4.6,0.0,0.8867924528301887,0.7569600343704224,1.0,0.11748237193616122,0.05336873973500111,1.6082880339760977,24.81545921867184,0.013422785444913602,0.009512775827699762,0.5185667124190529,0.5377907930189156
10089,3.0,0.0,0.5818181818181818,0.2477395385503769,1.0,0.7632320299569454,0.34759586084887784,10.543859680830483,105.0637037600077,-0.027589267534937702,0.06199878097214761,0.18890956405288462,0.3077044503444375
10090,2.8,32.48618630461337,0.8461538461538461,0.35174697637557983,1.0,0.43505836934071057,0.19583597909024364,6.031615650554441,73.06380986148773,-0.16146778876747006,-0.10402150670688382,0.15187162553395162,0.36422648764232957
10091,3.6,0.0,0.6382978723404256,0.6453512907028198,1.0,0.9264402324532562,0.43277308548192867,12.619732250142771,124.3279593908429,0.07567783453818337,-0.09433645895671881,0.18596684360789295,-0.11490137564854486
10092,4.0,0.0,0.8571428571428571,0.9562497138977051,,0.21648128343060025,0.09868272886334116,2.9698751154395024,48.06065203491113,0.03824826524221261,0.06195294686393259,0.2695992787006367,0.26214225181988304
10093,1.0,0.0,0.5714285714285714,0.05156390368938446,1.0,0.7537177881662186,0.3443059439236445,10.34006491993171,103.51039716917663,-0.16827472887944905,-0.11467401235429345,0.151686389107776,-0.13241190952722892
10094,2.4,0.0,0.8301886792452831,0.5963941812515259,1.0,0.5156229528855334,0.2373605968214475,6.96223764112604,77.78119756235874,-0.17252410719764086,-0.08566102538487927,0.09778809155920998,0.34738413664114853
10095,2.5,0.0,0.6349206349206349,0.0028607933782041073,1.0,0.37862399391288826,0.17335213802018837,5.1010751224659,61.25210685579593,-0.07623946109557489,-0.15275612650157813,0.4544684300327355,0.31837792497036244
10096,0.25,0.0,0.6419753086419753,0.05885107070207596,1.0,0.8132434566372657,0.3689753197123166,11.191675764686682,109.34686131539502,-0.14738164012510924,-0.07643168750182515,0.10309996345191763,-0.08383384308326436
10097,4.0,0.0,0.8478260869565217,0.8173434138298035,1.0,0.23680297214765722,0.10828579003839298,3.256035978244307,42.94849990402906,-0.0778968445732939,-0.06757837196099627,0.39398961964037404,0.36320735105763635
10098,0.8,0.0,0.8,0.05851322412490845,1.0,0.2920268519357963,0.13108816180532257,4.073861587712149,47.3784207339619,0.07785966568807061,0.07105476540062447,0.28120518762715685,0.36596100027267653
10099,1.2,0.0,0.8148148148148148,0.2668019235134125,1.0,0.31552980355545857,0.14085527813494184,4.437519849772809,53.54556189904268,-0.09309391085733996,-0.04823236646899759,0.24866246914653978,0.4075644804070975
10100,2.4,152.06810062697247,0.5531914893617021,0.11714763939380646,1.0,0.5942759591926763,0.269181287207725,8.241974984821471,89.84765338317537,-0.1032309619418743,-0.02241248791342142,-0.029683358450979913,0.3360758533195338
10101,0.6,128.3181407298062,0.49411764705882355,0.13785015046596527,1.0,0.3183130932166636,0.14289081506940557,4.386114061440079,52.42729976143586,-0.06593366196202331,-0.06990416086680656,0.38441882272423067,0.21729918055369346
10102,2.4,0.0,0.6233766233766234,0.32109150290489197,1.0,0.7356927038820799,0.33678948825694105,9.977611211034464,102.8731532514744,-0.04161169059270448,-0.026620571032651627,0.03515691127822551,0.31389212077369955
10103,3.75,0.0,0.5416666666666666,0.33389705419540405,1.0,0.8546426418111706,0.38888211988333066,11.876661063985715,121.4335562449495,0.020747458192429173,-0.1248231693534834,0.3354726768045988,-0.10899864086637034
10104,2.8,0.0,0.8,0.177669957280159,1.0,0.3603004488278759,0.16468163995286247,4.915160974478158,57.2763514113466,-0.040623054754993,-0.05399202743791753,0.29857344556257015,0.3472757450885613
10105,3.0,0.0,0.509090909090909,0.27059394121170044,1.0,0.3379405676342179,0.15831304900770193,4.5461665453514986,54.94532181055986,-0.018262643950107814,-0.09467712938496195,0.324961063431342,0.2985480765995132
10106,3.6,0.0,0.7076923076923077,0.17512674629688263,1.0,0.48363241230322496,0.2206766387988473,6.588616785720799,76.18369774709163,-0.03180590243747647,0.008000700021979846,0.40458917868325406,0.24424406396097487
10107,1.5,0.0,0.7407407407407407,0.25380629301071167,1.0,0.5960574055060168,0.272668735760601,7.9997251157756555,77.862386180793,0.019309416352337537,-0.09991043917940975,0.4894724380969069,0.4756275798071741
10108,3.8,0.0,0.7368421052631579,0.7653700113296509,1.0,0.5127502538038581,0.2371128435142257,7.010442357876038,82.08963092186985,0.07840939105816,-0.014123253311867229,0.324490522611546,0.10906662925703925
10109,2.6,0.0,0.6515151515151515,0.563240647315979,1.0,0.5519896972997504,0.24946688649875337,7.605055038909073,85.41374977666484,-0.04115293378487396,-0.11649409136942267,0.1791053716526756,0.12768595995323784
10110,2.8,0.0,0.6585365853658537,0.39298027753829956,1.0,0.3490235651432377,0.16058667734057194,4.697049711110871,53.325312142884854,0.01687066570996987,0.004899801008404714,0.4933124817559995,0.32381123945348245
10111,3.0,190.35149775711096,0.5833333333333334,0.43374526500701904,1.0,0.32398969511464587,0.14591083990587966,4.462395597041734,60.79639654989268,-0.08498001133211276,-0.0955357490861841,0.050488099236065676,0.24939870966218836
10112,5.0,0.0,0.6857142857142857,0.28138458728790283,1.0,0.2760105383258763,0.12520481626938565,3.762649664366288,44.931430919045134,0.02870751695937784,0.04193128449222405,0.36416314700213803,0.43315688800927177
10113,2.4,0.0,0.8333333333333334,0.6919771432876587,1.0,0.20125538635638096,0.09132901522920124,2.7577553556424506,39.62375455170714,-0.06547861762235162,-0.04934819204146985,0.3985955475203835,0.2571100224515708
10114,2.8,0.0,0.6753246753246753,0.08100377023220062,1.0,0.34966080555746143,0.15765178161918342,4.847874402250047,62.749687375297654,0.020589323774104305,-0.030136534024229916,0.5307789599324617,0.4726794941228851
10115,1.8,0.0,0.684931506849315,0.17254851758480072,1.0,0.21124977360055067,0.09561214049364332,2.9177506554421875,36.22103867877666,0.009087545502388323,-0.0008421401237569957,0.44967622988723477,0.3884960315342578
10116,4.6,0.0,0.8666666666666667,0.9555202722549438,1.0,0.2577176553416881,0.11923676983282094,3.511846234399693,44.00258404264814,-0.08074306286215081,-0.058965219688650254,0.43315772155633026,0.5955572395010864
10117,4.4,177.8263674798232,0.7079646017699115,0.46814751625061035,1.0,0.34536190462719957,0.15843706854872902,4.7678673779121965,55.976503328658225,0.04628094202217111,0.004924636789604271,0.46918976618055463,0.43030465789210526
10118,0.4,0.0,0.6153846153846154,0.041492003947496414,1.0,0.6741533104237765,0.3067899647794194,9.262071118981329,99.97878158667112,-0.08097975199460584,-0.06986384115864352,0.44389540354588997,-0.021633034873568047
10119,3.4,0.0,0.7333333333333333,0.2879389524459839,1.0,0.24429383969748694,0.11093592103236233,3.376156816582335,42.87687782983453,-0.0787935620164117,-0.08664258910784382,0.6049130161182363,0.4235579905789266
10120,1.2,0.0,0.5242718446601942,0.21124771237373352,1.0,0.23837996825510838,0.1091366027064266,3.2501523158832546,49.47707349175579,-0.07223615374682539,-0.042930941577971296,0.41356941040895556,0.41707348606487704
10121,2.8,0.0,0.7352941176470589,0.4743141531944275,1.0,0.35994299520942685,0.16242887616692658,4.9513734843980775,58.808218380340236,-0.03305651192316752,-0.0891349723748677,0.3596600241658061,0.29418225697350175
10122,0.8,0.0,0.7058823529411765,0.020161911845207214,1.0,0.5965535211487347,0.2709541568394644,8.185519302904982,90.29083145281857,-0.023501841180280408,-0.011489155368194856,0.1474274869310026,0.2489110442810456
10123,2.4,0.0,0.8395061728395061,0.27861452102661133,1.0,0.28814403016444773,0.13065608303575366,3.9479488180764344,55.5788138362572,-0.08261916470288892,-0.12434459413792107,0.18896425202315692,0.31249095771416746
10124,1.6,0.0,0.7551020408163265,0.42836782336235046,1.0,0.11360829086186423,0.05076180270779376,1.6022182832004244,22.98099880757458,-0.07148540777704808,-0.058722208192875776,0.39729226486039826,0.3619631407790118
10125,4.0,0.0,0.7555555555555555,0.6377501487731934,1.0,0.543312120305596,0.25306953870249116,7.356076396250348,87.59541584282059,-0.13192942505688213,-0.05071789869880877,0.15635085497832524,0.4175963122045343
10126,1.4,0.0,0.8214285714285714,0.30815285444259644,1.0,0.16447770050168461,0.07345936252803928,2.2916631475795572,31.751671436307202,-0.10807181263603212,-0.10675579956597557,0.3930287433279811,0.3523030001090284
10127,0.8,0.0,0.717948717948718,0.07037444412708282,1.0,0.826176340545291,0.3718084747808372,11.480444839984068,114.68565473709856,-0.07391410862840801,0.07446269472966481,-0.059939863402832305,0.23465533169952435
10128,1.8,0.0,0.8363636363636363,0.558766782283783,1.0,0.6468636347095148,0.2903706452912847,9.063081606915366,98.99657150336212,0.05662876771948258,0.023487703056738893,0.36948365820951246,0.24694783067777681
10129,1.4,0.0,0.7222222222222222,0.20046240091323853,1.0,0.3921039563930652,0.17836561311328483,5.332112880155812,65.48088262966189,0.047114322111453846,-0.021643627857052754,0.317079351191607,0.4613306765878793
10130,4.5,0.0,0.835820895522388,0.6377079486846924,1.0,0.43111897347900846,0.19694377900965282,5.904030148059679,68.34199077035618,0.011705721988783842,-0.06235265165266169,0.5724104637903942,0.4540299536566934
10131,0.0,0.0,0.5660377358490566,0.009347748011350632,1.0,1.1110218242558185,0.504530374536012,15.276945203863,128.23913375038788,-0.22661258521512684,-0.041341070884707114,0.18020663273426063,0.12577174120049595
