id,score,z_w2v_unique_dis_e_weight,z_w2v_unique_dis_e,z_w2v_unique_dis_mink_w,z_w2v_unique_dis_cityblock_w,z_w2v_unique_dis_canberra_w,z_w2v_unique_dis_mink,z_w2v_unique_dis_cityblock,z_w2v_unique_dis_canberra,z_s1_unique_skew_w,z_s2_unique_skew_w,z_s1_unique_kur_w,z_s2_unique_kur_w,z_s1_unique_skew,z_s2_unique_skew,z_s1_unique_kur,z_s2_unique_kur
10011,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122733257554718,0.122733257554718,0.50429921382473,0.50429921382473,0.059629815553158404,0.059629815553158404,0.23534158933410643,0.23534158933410643
10012,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12183129994330592,-0.12183129994330592,0.2501033268841013,0.2501033268841013,0.1212265262894218,0.1212265262894218,-0.1554279306769608,-0.1554279306769608
10013,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06923757038614618,-0.06923757038614618,0.43129094192049866,0.43129094192049866,0.03092636961438185,0.03092636961438185,0.29973954180964,0.29973954180964
10014,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06786921991754295,-0.06786921991754295,0.08119678690043441,0.08119678690043441,0.003909967505733479,0.003909967505733479,0.05306518623292522,0.05306518623292522
10015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015939469994085322,-0.015939469994085322,0.4295463987297419,0.4295463987297419,0.04813259542882115,0.04813259542882115,0.12995643522525624,0.12995643522525624
10016,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10003293419534251,-0.10003293419534251,0.5293756439664263,0.5293756439664263,0.0984491344956407,0.0984491344956407,0.34644857926642114,0.34644857926642114
10017,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09435307946194071,0.09435307946194071,0.1408489692679611,0.1408489692679611,0.07809676340043606,0.07809676340043606,0.054226205253840476,0.054226205253840476
10018,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19527378246500005,-0.19527378246500005,0.23502692745141385,0.23502692745141385,-0.055914294121100626,-0.055914294121100626,0.18580849079125228,0.18580849079125228
10019,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09250772638113001,-0.09250772638113001,0.06664912174533288,0.06664912174533288,0.025137153993726666,0.025137153993726666,0.2433206740596776,0.2433206740596776
10020,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10242941295340188,0.10242941295340188,0.46984012848829027,0.46984012848829027,0.06874765182966881,0.06874765182966881,0.284951398910823,0.284951398910823
10021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1364925450355699,-0.1364925450355699,0.10790263496184416,0.10790263496184416,0.03676260710932746,0.03676260710932746,0.02478595015565599,0.02478595015565599
10022,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1305060623158871,-0.1305060623158871,0.26041221659441716,0.26041221659441716,0.03757023572007885,0.03757023572007885,0.21387785066120824,0.21387785066120824
10023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023166234394548638,0.023166234394548638,0.10005799578793528,0.10005799578793528,0.023166234394548638,0.023166234394548638,0.10005799578793528,0.10005799578793528
10024,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008924305591609914,-0.008924305591609914,-0.03383004984720461,-0.03383004984720461,-0.024339980282594393,-0.024339980282594393,0.39072040459318247,0.39072040459318247
10025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024245756681885867,0.024245756681885867,-0.05948877224948035,-0.05948877224948035,0.1283078130006819,0.1283078130006819,0.10255629457069615,0.10255629457069615
10026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019254011097688727,0.019254011097688727,0.4802969119775904,0.4802969119775904,0.05525031941037695,0.05525031941037695,0.13361079646081864,0.13361079646081864
10027,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005969714562216486,-0.005969714562216486,0.642484879910481,0.642484879910481,-0.054417111715451966,-0.054417111715451966,0.4720186647617317,0.4720186647617317
10028,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011498155906620572,0.011498155906620572,0.32183833335381173,0.32183833335381173,0.09681543691523757,0.09681543691523757,-0.015977123974831642,-0.015977123974831642
10029,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106266822874653,0.106266822874653,0.031605024037282714,0.031605024037282714,0.106266822874653,0.106266822874653,0.031605024037282714,0.031605024037282714
10030,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04432802391414736,0.04432802391414736,0.010825328467557682,0.010825328467557682,0.04432802391414736,0.04432802391414736,0.010825328467557682,0.010825328467557682
10031,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17261942254286558,-0.17261942254286558,0.044234391864663714,0.044234391864663714,-0.017432283362417776,-0.017432283362417776,0.01622747462810059,0.01622747462810059
10032,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06658615671682082,-0.06658615671682082,-0.04476670539188721,-0.04476670539188721,0.16934514561970843,0.16934514561970843,-0.05768221609091917,-0.05768221609091917
10033,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0628405595488651,-0.0628405595488651,0.6356204582278187,0.6356204582278187,0.0038024180006123788,0.0038024180006123788,0.3902588400776126,0.3902588400776126
10034,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12041734187033991,-0.12041734187033991,0.11111441570454739,0.11111441570454739,0.010233508771876983,0.010233508771876983,0.20847776197420886,0.20847776197420886
10035,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07596812275058158,0.07596812275058158,0.31607898780744925,0.31607898780744925,0.07206541596071533,0.07206541596071533,0.12812190016942315,0.12812190016942315
10036,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21124139220753604,-0.21124139220753604,0.2447174213675427,0.2447174213675427,-0.041860144384825014,-0.041860144384825014,0.3692026360484175,0.3692026360484175
10037,4.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10600799354843428,-0.10600799354843428,-0.15741647303700912,-0.15741647303700912,-0.019305979111035047,-0.019305979111035047,0.06848004227591753,0.06848004227591753
10038,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11797848126313161,-0.11797848126313161,-0.04001790296090624,-0.04001790296090624,0.05927148645973298,0.05927148645973298,-0.27043149118407683,-0.27043149118407683
10039,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04009410709309571,0.04009410709309571,0.37183446045173163,0.37183446045173163,0.07137551150797197,0.07137551150797197,0.15476675658004746,0.15476675658004746
10040,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09435343189783965,-0.09435343189783965,-0.11712054559039542,-0.11712054559039542,0.002673856715468963,0.002673856715468963,-0.05565292282679657,-0.05565292282679657
10041,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06875994086817093,0.06875994086817093,0.22450591553636023,0.22450591553636023,0.06913648007518369,0.06913648007518369,0.13041878507827498,0.13041878507827498
10042,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02445564800898662,0.02445564800898662,0.4463882839840476,0.4463882839840476,0.1215410494375887,0.1215410494375887,0.23643957228936774,0.23643957228936774
10043,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.243911988910903,-0.243911988910903,0.07549070558448046,0.07549070558448046,-0.17311753697547888,-0.17311753697547888,-0.20634647393093974,-0.20634647393093974
10044,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06372427773418637,0.06372427773418637,0.23995846303743562,0.23995846303743562,0.007149507365868731,0.007149507365868731,0.05075139760520608,0.05075139760520608
10045,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09331042564993175,-0.09331042564993175,-0.03952003246756686,-0.03952003246756686,0.06956882405046436,0.06956882405046436,0.0257428590885036,0.0257428590885036
10046,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20850800296946218,-0.20850800296946218,0.21663424673484988,0.21663424673484988,-0.023285717211400287,-0.023285717211400287,0.24820257324036055,0.24820257324036055
10047,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017187087009338072,0.017187087009338072,-0.03167867712220174,-0.03167867712220174,0.15677376882099367,0.15677376882099367,-0.07854147519069521,-0.07854147519069521
10048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07581562137842501,0.07581562137842501,0.33872049842184415,0.33872049842184415,0.07521677950192972,0.07521677950192972,0.33830061438659875,0.33830061438659875
10049,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002261469830967644,-0.002261469830967644,0.09859697173700122,0.09859697173700122,0.03215052117861056,0.03215052117861056,-0.08442028203680252,-0.08442028203680252
10050,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,-3.0
10051,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14467123082129354,-0.14467123082129354,0.49997709556470227,0.49997709556470227,-0.006385224869011478,-0.006385224869011478,0.2871756643895136,0.2871756643895136
10052,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08147902343209841,-0.08147902343209841,0.5859771345733056,0.5859771345733056,-0.03568037200007263,-0.03568037200007263,0.4813578653659727,0.4813578653659727
10053,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03759432915535638,-0.03759432915535638,0.4961919358347222,0.4961919358347222,0.06531305922537749,0.06531305922537749,0.16252141425768052,0.16252141425768052
10054,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17221281793391632,-0.17221281793391632,0.18345581909372433,0.18345581909372433,0.006626204822008122,0.006626204822008122,0.2670135346123952,0.2670135346123952
10055,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07339972228625737,0.07339972228625737,0.022482889445993415,0.022482889445993415,0.07339972228625737,0.07339972228625737,0.022482889445993415,0.022482889445993415
10056,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07194856809143543,-0.07194856809143543,-0.02123494831493611,-0.02123494831493611,0.1455810978698471,0.1455810978698471,-0.12215500489011344,-0.12215500489011344
10057,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10817032742703908,0.10817032742703908,0.1910848257127138,0.1910848257127138,0.06331553330188162,0.06331553330188162,-0.009281758542736718,-0.009281758542736718
10058,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03481263447865557,0.03481263447865557,0.2766947432823472,0.2766947432823472,0.06405036210976395,0.06405036210976395,0.13856996797726762,0.13856996797726762
10059,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0908733297972138,-0.0908733297972138,-0.061642555539993094,-0.061642555539993094,0.09305178820455744,0.09305178820455744,0.04008712071590548,0.04008712071590548
10060,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1337199360102935,-0.1337199360102935,0.4848439071114803,0.4848439071114803,0.026359740557117893,0.026359740557117893,0.4000823368972055,0.4000823368972055
10061,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00653791395234562,-0.00653791395234562,0.5532495497464027,0.5532495497464027,0.05105918082119568,0.05105918082119568,0.28366982276290864,0.28366982276290864
10062,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05963533714057082,-0.05963533714057082,0.33574943994174733,0.33574943994174733,-0.08683453196439524,-0.08683453196439524,0.2814975260261563,0.2814975260261563
10063,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01407691138748327,0.01407691138748327,0.09730883598642182,0.09730883598642182,0.01407691138748327,0.01407691138748327,0.09730883598642182,0.09730883598642182
10064,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05337549202550115,-0.05337549202550115,0.22332219789453678,0.22332219789453678,0.1743744837621928,0.1743744837621928,0.07307954061258837,0.07307954061258837
10065,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16644402905587696,-0.16644402905587696,0.11877299112063033,0.11877299112063033,-0.0005261811549032054,-0.0005261811549032054,0.18492553708376125,0.18492553708376125
10066,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11180049159598378,0.11180049159598378,0.4959123103275638,0.4959123103275638,0.04849855720929881,0.04849855720929881,0.2043645618493528,0.2043645618493528
10067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06568960972343241,-0.06568960972343241,0.35479106442985753,0.35479106442985753,0.015281456000311723,0.015281456000311723,0.07019117591250001,0.07019117591250001
10068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06139347963425328,0.06139347963425328,0.17642901023305635,0.17642901023305635,0.06139347963425328,0.06139347963425328,0.17642901023305635,0.17642901023305635
10069,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07382241525961335,-0.07382241525961335,-0.058147207383416166,-0.058147207383416166,0.05869444382988576,0.05869444382988576,0.04774591957677776,0.04774591957677776
10070,0.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028816069078506604,0.028816069078506604,0.4739218625955126,0.4739218625955126,0.05621162483144811,0.05621162483144811,0.2713455073825459,0.2713455073825459
10071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10319640875068005,0.10319640875068005,0.5820878856650018,0.5820878856650018,0.026894071076320268,0.026894071076320268,0.3827866028607243,0.3827866028607243
10072,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04639827852758044,0.04639827852758044,0.4603690610359594,0.4603690610359594,0.07805817674770632,0.07805817674770632,0.32328632174031835,0.32328632174031835
10073,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11821414883686512,0.11821414883686512,0.3552684958399883,0.3552684958399883,0.15115652726952647,0.15115652726952647,0.17120561685472335,0.17120561685472335
10074,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12945708547009674,-0.12945708547009674,-0.11762028368397726,-0.11762028368397726,0.04786690077725243,0.04786690077725243,-0.1246544828906262,-0.1246544828906262
10075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043753223975134786,0.043753223975134786,0.2908921130955857,0.2908921130955857,0.1624658428072659,0.1624658428072659,0.17525509537229045,0.17525509537229045
10076,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23032128587551925,-0.23032128587551925,0.2916652502373456,0.2916652502373456,-0.1101614860165071,-0.1101614860165071,0.34186513356694315,0.34186513356694315
10077,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12288658241370913,0.12288658241370913,0.40055798184979086,0.40055798184979086,0.12412137780736059,0.12412137780736059,0.18412177098445515,0.18412177098445515
10078,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011266992838192704,0.011266992838192704,0.07803409251382254,0.07803409251382254,0.028610639154624327,0.028610639154624327,-0.023592704563209832,-0.023592704563209832
10079,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05161680634235612,-0.05161680634235612,0.6057857866489016,0.6057857866489016,0.06669429370079527,0.06669429370079527,0.365690085507794,0.365690085507794
10080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1305846347508244,-0.1305846347508244,0.21424748689024575,0.21424748689024575,0.10720473645304353,0.10720473645304353,0.14286096710932394,0.14286096710932394
10081,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0394683797421193,0.0394683797421193,-0.0925469534853729,-0.0925469534853729,0.0394683797421193,0.0394683797421193,-0.0925469534853729,-0.0925469534853729
10082,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01848783918147317,-0.01848783918147317,0.592451058014738,0.592451058014738,0.099948838655133,0.099948838655133,0.24966033833669599,0.24966033833669599
10083,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16090191779114452,-0.16090191779114452,-0.0671316470553216,-0.0671316470553216,-0.025170142540797427,-0.025170142540797427,-0.24735465081651942,-0.24735465081651942
10084,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022445599470103095,0.022445599470103095,0.24027367592627114,0.24027367592627114,-0.010387554540592071,-0.010387554540592071,0.13547341922965028,0.13547341922965028
10085,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06931261321389351,0.06931261321389351,0.4400878095266947,0.4400878095266947,0.015001629327752002,0.015001629327752002,0.18194894154855845,0.18194894154855845
10086,2.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1502488987031987,-0.1502488987031987,0.05402328578148152,0.05402328578148152,0.07547102883416143,0.07547102883416143,0.0566805779758206,0.0566805779758206
10087,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12561873924063635,-0.12561873924063635,0.3737405843984183,0.3737405843984183,-0.04242446542243588,-0.04242446542243588,0.3803049367718474,0.3803049367718474
10088,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10279080674296805,0.10279080674296805,0.334960467757476,0.334960467757476,0.09464750391863527,0.09464750391863527,0.2401053794432837,0.2401053794432837
10089,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0988237399612929,-0.0988237399612929,-0.09322395189956234,-0.09322395189956234,0.0014363367137835133,0.0014363367137835133,0.0743081703835955,0.0743081703835955
10090,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23630311787608638,-0.23630311787608638,0.23995192423175116,0.23995192423175116,-0.013523665164834046,-0.013523665164834046,0.13423001982615324,0.13423001982615324
10091,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1272044103971277,0.1272044103971277,0.35989300521014256,0.35989300521014256,0.093782198594097,0.093782198594097,0.09031785598769204,0.09031785598769204
10092,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,-3.0
10093,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1173132307738886,-0.1173132307738886,0.05111182698971861,0.05111182698971861,-0.001234840666362171,-0.001234840666362171,0.07997606959347126,0.07997606959347126
10094,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23577120149900718,-0.23577120149900718,0.12157908263220296,0.12157908263220296,-0.043504089452127775,-0.043504089452127775,0.015040703671412192,0.015040703671412192
10095,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09301837131690703,-0.09301837131690703,0.5603819059203881,0.5603819059203881,0.09041665550952799,0.09041665550952799,0.34052927947054146,0.34052927947054146
10096,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14046168524213473,-0.14046168524213473,0.1515656769110345,0.1515656769110345,0.09794634974571646,0.09794634974571646,0.09617135809841049,0.09617135809841049
10097,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10187307341144462,0.10187307341144462,-0.0016584977700002668,-0.0016584977700002668,0.10187308500776467,0.10187308500776467,-0.0016584788991620414,-0.0016584788991620414
10098,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11739116588148088,0.11739116588148088,0.33529796680791035,0.33529796680791035,0.08674478274062974,0.08674478274062974,0.2653414544468502,0.2653414544468502
10099,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1440699465846955,-0.1440699465846955,0.5446283592029664,0.5446283592029664,0.011435823279727338,0.011435823279727338,0.4513382538401767,0.4513382538401767
10100,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14412026081735232,-0.14412026081735232,-0.10353864883517216,-0.10353864883517216,-0.001793789395558309,-0.001793789395558309,0.0021112363183828364,0.0021112363183828364
10101,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.040162579397924655,-0.040162579397924655,0.32090109239056863,0.32090109239056863,0.019826179994193102,0.019826179994193102,0.17051006606631303,0.17051006606631303
10102,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08493919562654229,-0.08493919562654229,0.13007294815897064,0.13007294815897064,-0.0255346544616009,-0.0255346544616009,0.11761720507632134,0.11761720507632134
10103,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020665129373333507,0.020665129373333507,0.29892980210460296,0.29892980210460296,0.052878604096221665,0.052878604096221665,0.08889226910140113,0.08889226910140113
10104,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13142740752918042,-0.13142740752918042,-0.11312520068412013,-0.11312520068412013,-0.011245770276246143,-0.011245770276246143,-0.021881886317338672,-0.021881886317338672
10105,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0383204780026343,-0.0383204780026343,0.2116339050709417,0.2116339050709417,0.11799345736569367,0.11799345736569367,0.12300380397742217,0.12300380397742217
10106,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09835071382870668,-0.09835071382870668,0.002951800427658302,0.002951800427658302,0.1048100962753991,0.1048100962753991,0.016969657521381798,0.016969657521381798
10107,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04981511280339888,-0.04981511280339888,0.5056781617786053,0.5056781617786053,0.058609724224191466,0.058609724224191466,0.4999096984160345,0.4999096984160345
10108,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10277680159745775,0.10277680159745775,-0.14658177029595443,-0.14658177029595443,0.10277680159745775,0.10277680159745775,-0.14658177029595443,-0.14658177029595443
10109,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.040575535332191597,-0.040575535332191597,0.1909523198932126,0.1909523198932126,-0.0076764106892872955,-0.0076764106892872955,0.0749630280780611,0.0749630280780611
10110,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03683941180868034,-0.03683941180868034,0.37101223777360337,0.37101223777360337,-0.0007757308859984831,-0.0007757308859984831,0.3376625700744862,0.3376625700744862
10111,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07162874189027973,-0.07162874189027973,0.05369909237997028,0.05369909237997028,0.0827270682475194,0.0827270682475194,0.09335693948944934,0.09335693948944934
10112,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02098556469489077,0.02098556469489077,0.4998958407543852,0.4998958407543852,0.09759913907917721,0.09759913907917721,0.14487038014980413,0.14487038014980413
10113,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12581470874074802,-0.12581470874074802,0.3773875620236842,0.3773875620236842,-0.0805149297188899,-0.0805149297188899,0.2562652268365837,0.2562652268365837
10114,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03849002638393367,0.03849002638393367,0.5873363001829603,0.5873363001829603,0.06948299608591728,0.06948299608591728,0.40519273261096345,0.40519273261096345
10115,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03586375815655879,-0.03586375815655879,0.4293625341774514,0.4293625341774514,0.08340637051693768,0.08340637051693768,0.2842184049592169,0.2842184049592169
10116,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12168024015835707,-0.12168024015835707,-0.03483553826296326,-0.03483553826296326,0.11555332164220714,0.11555332164220714,-0.12939742845580549,-0.12939742845580549
10117,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04714706137145261,0.04714706137145261,0.5696920372376706,0.5696920372376706,0.06478185472322567,0.06478185472322567,0.240178168223121,0.240178168223121
10118,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.050770611123766865,-0.050770611123766865,0.5620179297062107,0.5620179297062107,0.06244254852736516,0.06244254852736516,0.23452903278480752,0.23452903278480752
10119,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021698988075251988,-0.021698988075251988,0.6465630438640257,0.6465630438640257,-0.09209810310078724,-0.09209810310078724,0.5460366157474463,0.5460366157474463
10120,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08161259168260895,-0.08161259168260895,0.44059048605924245,0.44059048605924245,0.05844893882342688,0.05844893882342688,0.08868259787635502,0.08868259787635502
