id,score,f_unigram_jaccard,f_unigram_all_jaccard,f_unigram_all_jaccard_max,f_bigram_jaccard,f_bigram_all_jaccard,f_bigram_all_jaccard_max,f_trigram_jaccard,f_trigram_all_jaccard,f_trigram_all_jaccard_max,f_trigram_tfidf_cosine,f_trigram_tfidf_l2_euclidean,f_trigram_tfidf_l1_euclidean,f_trigram_tf_l2_euclidean
10012,3.2,0.875,0.43137254901960786,0.7586206896551724,0.7407407407407407,0.40816326530612246,0.6896551724137931,0.6785714285714286,0.40425531914893614,0.6785714285714286,0.17477022888415183,0.5912194666689381,0.13062953692681017,0.6161773735681639
10013,0.2,0.6842105263157895,0.3225806451612903,0.47619047619047616,0.1956521739130435,0.16666666666666666,0.2,0.07407407407407407,0.06896551724137931,0.07407407407407407,0.9400571057249768,1.3711725680781226,0.28262621252866515,1.3098596788177423
10014,2.2,0.7647058823529411,0.35526315789473684,0.5510204081632653,0.3,0.21621621621621623,0.27586206896551724,0.20689655172413793,0.16666666666666666,0.2,0.75535883215166,1.2291125515197217,0.22669242682890853,1.1336601699818691
10015,1.0,1.0,0.43243243243243246,0.7619047619047619,0.515625,0.3302752293577982,0.4931506849315068,0.32098765432098764,0.24299065420560748,0.32098765432098764,0.6453779952891296,1.1361144267098535,0.16157132900990304,1.013733263926564
10016,0.5,0.6190476190476191,0.3283582089552239,0.4888888888888889,0.2765957446808511,0.2,0.25,0.12727272727272726,0.1111111111111111,0.125,0.9569399942371305,1.3834305145088643,0.2734688592198522,1.2259299275240163
10017,4.5,0.7619047619047619,0.4117647058823529,0.7,0.48214285714285715,0.3,0.42857142857142855,0.3088235294117647,0.21649484536082475,0.27631578947368424,0.4677201228899498,0.9671815991735467,0.16420640870255612,1.0011117304578354
10018,4.4,0.95,0.38961038961038963,0.6382978723404256,0.5,0.3333333333333333,0.5,0.4117647058823529,0.2876712328767123,0.40384615384615385,0.4767328061167616,0.9764556376167447,0.17265190976680703,0.9337279316612884
10019,0.4,0.5714285714285714,0.33783783783783783,0.5102040816326531,0.20754716981132076,0.19444444444444445,0.2413793103448276,0.11864406779661017,0.12857142857142856,0.14754098360655737,0.9090418938388392,1.3483633737526683,0.254430874884798,1.1546055911629085
10020,2.6,0.9473684210526315,0.43820224719101125,0.78,0.6938775510204082,0.40229885057471265,0.6730769230769231,0.6346153846153846,0.38823529411764707,0.6346153846153846,0.25685539587763806,0.7167362079281865,0.11362860887116714,0.6666071417181153
10021,0.0,0.6666666666666666,0.3492063492063492,0.5365853658536586,0.26666666666666666,0.21311475409836064,0.2708333333333333,0.11538461538461539,0.1016949152542373,0.11320754716981132,0.9624807776280198,1.3874298379579557,0.28469838239775624,1.265781921786262
10022,0.4,0.6818181818181818,0.36046511627906974,0.5636363636363636,0.2459016393442623,0.17857142857142858,0.21739130434782608,0.1095890410958904,0.09876543209876543,0.1095890410958904,0.9260460124676108,1.3609158772441525,0.22783941871879757,1.2648121462812538
10023,4.0,0.9230769230769231,0.37254901960784315,0.59375,0.6206896551724138,0.3673469387755102,0.5806451612903226,0.5862068965517241,0.3617021276595745,0.5666666666666667,0.30168185797811264,0.7767649039163815,0.1872614685367269,0.6756572605377822
10024,3.8,0.8421052631578947,0.39759036144578314,0.66,0.627906976744186,0.37037037037037035,0.5882352941176471,0.5102040816326531,0.34177215189873417,0.5192307692307693,0.2553547409022485,0.7146394068371106,0.12391928932276967,0.7489859802943436
10025,0.0,0.6,0.36538461538461536,0.5757575757575758,0.19444444444444445,0.16,0.19047619047619047,0.06976744186046512,0.0625,0.06666666666666667,0.9837732063755517,1.4026925581719976,0.33666912248440073,1.3301243435223529
10026,1.0,0.6842105263157895,0.3283582089552239,0.4888888888888889,0.32608695652173914,0.23076923076923078,0.3,0.18867924528301888,0.15873015873015872,0.18867924528301888,0.782578947482743,1.2510627062483666,0.25983760473113576,1.1550207105450416
10027,0.8,0.7727272727272727,0.38271604938271603,0.62,0.37735849056603776,0.27848101265822783,0.38596491228070173,0.2833333333333333,0.22077922077922077,0.2833333333333333,0.6280626426287212,1.120769951978301,0.19190645203150797,1.0559428721753363
10028,5.0,0.8235294117647058,0.4230769230769231,0.7333333333333333,0.8076923076923077,0.42,0.7241379310344828,0.7037037037037037,0.3958333333333333,0.6551724137931034,0.18333927392587712,0.6055398813057271,0.14461470365112256,0.7146065888499218
10029,1.4,0.7333333333333333,0.3888888888888889,0.6363636363636364,0.5333333333333333,0.3269230769230769,0.4857142857142857,0.4411764705882353,0.3,0.42857142857142855,0.6467208847588686,1.1372958144290062,0.2739463131181605,0.9198662110077999
10030,2.4,0.6842105263157895,0.41379310344827586,0.7058823529411765,0.5111111111111111,0.32941176470588235,0.49122807017543857,0.37037037037037035,0.27710843373493976,0.38333333333333336,0.49483348881709066,0.9948200729952034,0.17305529178236903,0.8729077378229542
10031,0.75,0.6875,0.3888888888888889,0.6363636363636364,0.4411764705882353,0.28846153846153844,0.40540540540540543,0.35135135135135137,0.26,0.35135135135135137,0.6313307055762293,1.1236820774367002,0.2401284006797643,0.9797958971132714
10032,5.0,0.8888888888888888,0.4523809523809524,0.8260869565217391,0.6842105263157895,0.4268292682926829,0.7446808510638298,0.6046511627906976,0.3875,0.6326530612244898,0.14772886769236726,0.5435602408056854,0.09887970417077883,0.5930204318703798
10033,3.2,0.7333333333333333,0.3617021276595745,0.5666666666666667,0.5555555555555556,0.3333333333333333,0.5,0.4827586206896552,0.32558139534883723,0.4827586206896552,0.41380365353619086,0.9097292493222265,0.23110839814885722,0.7960778214923797
10034,5.0,0.8947368421052632,0.44285714285714284,0.7948717948717948,0.6578947368421053,0.38235294117647056,0.6190476190476191,0.5853658536585366,0.36363636363636365,0.5714285714285714,0.5084255602286802,1.0083903611485785,0.19538241882947235,0.725851825463039
10035,2.0,0.75,0.3815789473684211,0.6170212765957447,0.4418604651162791,0.2602739726027397,0.35185185185185186,0.3191489361702128,0.21739130434782608,0.2777777777777778,0.6291991620228341,1.1217835459863315,0.21962154675045184,1.0859246132697447
10036,1.75,0.8421052631578947,0.39655172413793105,0.6571428571428571,0.6363636363636364,0.375,0.6,0.5,0.3333333333333333,0.5,0.3337492534038716,0.8170058180990779,0.16808538582903262,0.8073347538093175
10037,4.857,1.0,0.4444444444444444,0.8,0.68,0.3953488372093023,0.6538461538461539,0.4642857142857143,0.3170731707317073,0.4642857142857143,0.36343760055000107,0.8525697631865686,0.19984392622531014,0.853404025701925
10038,4.4,0.7647058823529411,0.4090909090909091,0.6923076923076923,0.5526315789473685,0.34375,0.5238095238095238,0.4418604651162791,0.3064516129032258,0.4418604651162791,0.24495683765260545,0.6999383367877567,0.1334811534198269,0.8795199109178737
10039,4.0,0.95,0.3937007874015748,0.6493506493506493,0.6071428571428571,0.352,0.5432098765432098,0.4177215189873418,0.28688524590163933,0.40229885057471265,0.46238541477414663,0.9616500556586547,0.13581546437952138,0.8466933323333707
10040,0.4,0.5,0.3695652173913043,0.5862068965517241,0.3870967741935484,0.2727272727272727,0.375,0.2727272727272727,0.21428571428571427,0.2727272727272727,0.8986647978706226,1.3406452162079439,0.3264046771843378,1.0690449676496978
10041,2.4,0.8333333333333334,0.3884297520661157,0.6351351351351351,0.3918918918918919,0.2605042016806723,0.3522727272727273,0.20212765957446807,0.16379310344827586,0.1958762886597938,0.812370350556323,1.2746531689493603,0.18100844714560252,1.1584680854646927
10042,0.75,0.6470588235294118,0.37209302325581395,0.5925925925925926,0.17647058823529413,0.14634146341463414,0.17142857142857143,0.05405405405405406,0.05128205128205128,0.05405405405405406,0.9599684434333559,1.385617871877637,0.3418017831764812,1.3397030751561962
10043,3.4,0.9444444444444444,0.41935483870967744,0.7222222222222222,0.75,0.3956043956043956,0.6545454545454545,0.6808510638297872,0.38202247191011235,0.6181818181818182,0.25492969194492887,0.714044385097914,0.12376887765092902,0.5840363016180549
10044,4.6,0.9411764705882353,0.4457831325301205,0.8043478260869565,0.7948717948717948,0.41975308641975306,0.723404255319149,0.56,0.35443037974683544,0.5490196078431373,0.22715975535475919,0.6740322772015583,0.11830669166049493,0.7500155787847556
10045,4.8,0.8421052631578947,0.4126984126984127,0.7027027027027027,0.6,0.36065573770491804,0.5641025641025641,0.475,0.3220338983050847,0.475,0.3349951773533475,0.8185293853654219,0.15968086989705482,0.8427312482197106
10046,2.75,0.7777777777777778,0.38461538461538464,0.625,0.48717948717948717,0.31746031746031744,0.46511627906976744,0.3953488372093023,0.2786885245901639,0.38636363636363635,0.5500400348097341,1.048847019168891,0.20003053864106352,0.9257423275395186
10047,4.8,0.7058823529411765,0.38596491228070173,0.6285714285714286,0.6363636363636364,0.38181818181818183,0.6176470588235294,0.5142857142857142,0.33962264150943394,0.5142857142857142,0.25933302651240775,0.7201847353456025,0.16339321685304942,0.7883455803634148
10048,0.0,0.5333333333333333,0.3333333333333333,0.5,0.26666666666666666,0.2,0.25,0.12121212121212122,0.10526315789473684,0.11764705882352941,0.9513574950617748,1.3793893540706879,0.34477235601607503,1.2244892101109919
10049,4.6,0.9444444444444444,0.4090909090909091,0.6923076923076923,0.5925925925925926,0.3611111111111111,0.5652173913043478,0.3783783783783784,0.27358490566037735,0.37662337662337664,0.560821597782418,1.059076576818143,0.15679882726038988,0.9547829654528128
10050,4.0,0.8888888888888888,0.3835616438356164,0.6222222222222222,0.675,0.38028169014084506,0.6136363636363636,0.5681818181818182,0.36231884057971014,0.5681818181818182,0.4149910326272297,0.9110335148908955,0.17356328194051687,0.7103720775857904
10051,0.4,0.6666666666666666,0.40816326530612246,0.6896551724137931,0.43333333333333335,0.2978723404255319,0.42424242424242425,0.3235294117647059,0.24444444444444444,0.3235294117647059,0.862148755949165,1.3131250937737537,0.30759462446159175,1.0099713426567
10052,2.5,0.8666666666666667,0.42592592592592593,0.7419354838709677,0.59375,0.36538461538461536,0.5757575757575758,0.5151515151515151,0.34,0.5151515151515151,0.5612652762389045,1.0594954235284877,0.23098401168718918,0.799318892968732
10053,0.8,0.5909090909090909,0.391304347826087,0.6428571428571429,0.32608695652173914,0.22727272727272727,0.29411764705882354,0.24,0.19047619047619047,0.23529411764705882,0.80734884780602,1.2707075570767805,0.24792073016604846,1.0954018936601932
10054,0.8,0.6,0.2878787878787879,0.40425531914893614,0.22916666666666666,0.171875,0.20754716981132076,0.17307692307692307,0.14516129032258066,0.16981132075471697,0.8285960050670581,1.287319700048949,0.2603398213201822,1.151433948403797
10055,3.6,0.9285714285714286,0.44642857142857145,0.8064516129032258,0.7241379310344828,0.4074074074074074,0.6875,0.6451612903225806,0.38461538461538464,0.625,0.33059949301516467,0.8131414305213636,0.1749049769267146,0.6666666666666667
10056,4.0,0.8636363636363636,0.39814814814814814,0.6615384615384615,0.6037735849056604,0.3584905660377358,0.5588235294117647,0.42028985507246375,0.2980769230769231,0.4246575342465753,0.45039909248120613,0.9491038852319659,0.1467580411704239,0.843697425578528
10057,4.0,0.875,0.35294117647058826,0.5454545454545454,0.43902439024390244,0.2878787878787879,0.40425531914893614,0.3404255319148936,0.25,0.3333333333333333,0.45144398832340404,0.9502041762941311,0.19207192699288692,0.9585733663767638
10058,1.75,0.7222222222222222,0.3333333333333333,0.5,0.3333333333333333,0.2413793103448276,0.3181818181818182,0.25,0.19642857142857142,0.24444444444444444,0.8622930234126762,1.3132349549206161,0.29170814429507874,1.1066173166297075
10059,3.333,0.6842105263157895,0.34210526315789475,0.52,0.36,0.24324324324324326,0.32142857142857145,0.2727272727272727,0.2112676056338028,0.26785714285714285,0.7042171967729738,1.1867747863625804,0.22681681559525135,1.0480945225930638
10060,3.0,0.75,0.42857142857142855,0.75,0.6060606060606061,0.36065573770491804,0.5641025641025641,0.43902439024390244,0.3050847457627119,0.43902439024390244,0.4614058196353784,0.9606308548400665,0.19372328711934053,0.8828848698910529
10061,2.4,0.4444444444444444,0.34615384615384615,0.5294117647058824,0.2894736842105263,0.22,0.28205128205128205,0.23076923076923078,0.1875,0.23076923076923078,0.5984919015786777,1.094067549631811,0.2380855309878929,1.1180339887498951
10062,5.0,0.8421052631578947,0.43617021276595747,0.7735849056603774,0.7142857142857143,0.40217391304347827,0.6727272727272727,0.6296296296296297,0.37777777777777777,0.6071428571428571,0.22734277121567792,0.6743037464165209,0.1076611168296423,0.6714213740394575
10063,4.8,0.8823529411764706,0.43243243243243246,0.7619047619047619,0.7428571428571429,0.4166666666666667,0.7142857142857143,0.7368421052631579,0.4142857142857143,0.7073170731707317,0.19768143395037852,0.6287788704312169,0.12287073865509929,0.5289197330683865
10064,2.6,0.8823529411764706,0.391304347826087,0.6428571428571429,0.55,0.3283582089552239,0.4888888888888889,0.34782608695652173,0.25396825396825395,0.3404255319148936,0.5458227243782867,1.0448183807516853,0.2022377459730334,1.006209998083209
10065,4.6,0.8421052631578947,0.4117647058823529,0.7,0.6041666666666666,0.37349397590361444,0.5961538461538461,0.5294117647058824,0.345679012345679,0.5283018867924528,0.30129039122579815,0.7762607696203621,0.13012513277332458,0.783102489739962
10066,0.4,0.7333333333333333,0.4166666666666667,0.7142857142857143,0.40625,0.2826086956521739,0.3939393939393939,0.2571428571428571,0.20454545454545456,0.2571428571428571,0.9008592190645635,1.3422810578001638,0.3143826544366488,1.087114613009218
10067,0.0,0.6956521739130435,0.3448275862068966,0.5263157894736842,0.23076923076923078,0.18421052631578946,0.22580645161290322,0.08247422680412371,0.07207207207207207,0.07766990291262135,0.9027339663214187,1.3436770194666712,0.1964614095683652,1.2654788292042058
10068,0.0,0.625,0.32075471698113206,0.4722222222222222,0.23684210526315788,0.17647058823529413,0.21428571428571427,0.08888888888888889,0.08163265306122448,0.08888888888888889,0.9810767146033849,1.4007688707302035,0.3066194331396031,1.2933892190505487
10069,1.4,0.7619047619047619,0.3153153153153153,0.4605263157894737,0.29850746268656714,0.2018348623853211,0.25287356321839083,0.16279069767441862,0.1308411214953271,0.15053763440860216,0.7310199633660995,1.2091484303972775,0.19352797959634133,1.1324769298603061
10070,0.417,0.5714285714285714,0.3181818181818182,0.4666666666666667,0.2978723404255319,0.21875,0.28,0.14814814814814814,0.12903225806451613,0.14814814814814814,0.9457615085408756,1.3753265128985737,0.2736176711398522,1.216355195283892
10071,0.0,0.5263157894736842,0.3076923076923077,0.4444444444444444,0.225,0.18,0.21951219512195122,0.14285714285714285,0.125,0.14285714285714285,0.9455029475374611,1.3751385003245753,0.30262594691525035,1.2247448713915894
10072,2.6,0.6190476190476191,0.345679012345679,0.5283018867924528,0.3148148148148148,0.22784810126582278,0.29508196721311475,0.22580645161290322,0.18421052631578946,0.22580645161290322,0.6436850116366932,1.1346232957565197,0.19698258162763,1.1163625473467695
10073,4.4,0.8666666666666667,0.42857142857142855,0.75,0.6521739130434783,0.375,0.6,0.5,0.3333333333333333,0.5,0.5876571593902493,1.084119144181348,0.2744986473910884,0.8164965809277261
10074,4.0,0.875,0.4266666666666667,0.7441860465116279,0.7368421052631579,0.3972602739726027,0.6590909090909091,0.5777777777777777,0.36619718309859156,0.5777777777777777,0.17971719213807258,0.5995284682783173,0.10743901771998896,0.7266635092063075
10075,1.0,0.65,0.3384615384615385,0.5116279069767442,0.22916666666666666,0.1746031746031746,0.21153846153846154,0.12962962962962962,0.11475409836065574,0.12962962962962962,0.8875695310959244,1.3323434475359006,0.25285427666194954,1.2411395912591665
10076,2.6,0.7272727272727273,0.38666666666666666,0.6304347826086957,0.44680851063829785,0.2876712328767123,0.40384615384615385,0.2033898305084746,0.16901408450704225,0.2033898305084746,0.7272108638229514,1.2059940827574167,0.21388370772590173,1.1498960850138218
10077,5.0,0.8888888888888888,0.43820224719101125,0.78,0.6382978723404256,0.3793103448275862,0.6111111111111112,0.5283018867924528,0.3493975903614458,0.5370370370370371,0.26600140433140007,0.729385226518059,0.1239842408569611,0.7575384549265258
10078,4.0,0.8333333333333334,0.38095238095238093,0.6153846153846154,0.40476190476190477,0.2786885245901639,0.38636363636363635,0.38095238095238093,0.27586206896551724,0.38095238095238093,0.5254717273497757,1.0251553319861102,0.20285055047557268,0.945472470401728
10079,4.8,0.7333333333333333,0.4,0.6666666666666666,0.5806451612903226,0.3584905660377358,0.5588235294117647,0.47058823529411764,0.3137254901960784,0.45714285714285713,0.5712087371922623,1.068839311769793,0.23120901237108152,0.8455298881580872
10080,0.0,0.6111111111111112,0.37037037037037035,0.5882352941176471,0.38235294117647056,0.25,0.3333333333333333,0.225,0.18,0.21951219512195122,0.8874060722533906,1.332220756671649,0.2972543931877634,1.107066803466545
10081,2.2,0.7058823529411765,0.323943661971831,0.4791666666666667,0.4146341463414634,0.2608695652173913,0.35294117647058826,0.3333333333333333,0.23880597014925373,0.3137254901960784,0.8437139437792581,1.2990103492884562,0.2746517032442763,0.9502812681199769
10082,4.6,0.8235294117647058,0.3764705882352941,0.6037735849056604,0.5238095238095238,0.3253012048192771,0.48214285714285715,0.4117647058823529,0.2839506172839506,0.39655172413793105,0.37263556620021365,0.8632908735764715,0.16290130641652972,0.8644440593248159
10083,2.4,0.6470588235294118,0.3617021276595745,0.5666666666666667,0.5,0.3333333333333333,0.5,0.43333333333333335,0.3023255813953488,0.43333333333333335,0.4888105245477833,0.9887472119280876,0.22462445596463734,0.8799705937946549
10084,0.8,0.7368421052631579,0.3783783783783784,0.6086956521739131,0.3829787234042553,0.2777777777777778,0.38461538461538464,0.34615384615384615,0.2571428571428571,0.34615384615384615,0.7322597445266883,1.2101733301694335,0.2248447586569566,0.9853976299671858
10085,0.8,0.5416666666666666,0.21904761904761905,0.2804878048780488,0.07894736842105263,0.0594059405940594,0.06315789473684211,0.023255813953488372,0.020833333333333332,0.02127659574468085,0.9903505424451808,1.4073738255667403,0.2367068765067161,1.342705317382806
10086,2.812,0.6111111111111112,0.38596491228070173,0.6285714285714286,0.3157894736842105,0.21818181818181817,0.27906976744186046,0.17777777777777778,0.1509433962264151,0.17777777777777778,0.7531421176619005,1.2273077182694652,0.2556916745178658,1.1778490290126375
10087,2.2,0.7272727272727273,0.37755102040816324,0.6065573770491803,0.4406779661016949,0.28125,0.391304347826087,0.3055555555555556,0.23404255319148937,0.3055555555555556,0.6206915871849386,1.1141737630952713,0.1731300348850474,1.0207311967993566
10088,4.6,1.0,0.4528301886792453,0.8275862068965517,0.8,0.4230769230769231,0.7333333333333333,0.6964285714285714,0.4117647058823529,0.7,0.20912137991842117,0.6467169085750285,0.09861158887824102,0.5534548147232122
10089,3.0,0.7777777777777778,0.36363636363636365,0.5714285714285714,0.3783783783783784,0.2641509433962264,0.358974358974359,0.24390243902439024,0.19607843137254902,0.24390243902439024,0.6109402589226878,1.1053870443629126,0.23171983699878285,1.1019645178868573
10090,2.8,0.7222222222222222,0.4423076923076923,0.7931034482758621,0.6333333333333333,0.38,0.6129032258064516,0.6,0.375,0.6,0.47262566670321304,0.9722403681222183,0.22537944422303882,0.7071067811865476
10091,3.6,0.7058823529411765,0.3829787234042553,0.6206896551724138,0.41935483870967744,0.28888888888888886,0.40625,0.34375,0.2558139534883721,0.34375,0.45304784855377334,0.9518905909334049,0.22914947461909524,0.9812798042657
10092,4.0,0.9333333333333333,0.42857142857142855,0.75,0.8148148148148148,0.42592592592592593,0.7419354838709677,0.7241379310344828,0.40384615384615385,0.6774193548387096,0.16457228665270052,0.5737112281500172,0.1272138709968817,0.5639799859104927
10093,1.0,0.7058823529411765,0.3673469387755102,0.5806451612903226,0.3142857142857143,0.23404255319148937,0.3055555555555556,0.18421052631578946,0.15555555555555556,0.18421052631578946,0.8622774462402087,1.3132230931872988,0.3003194812717435,1.1721352167305865
10094,2.4,0.8125,0.41509433962264153,0.7096774193548387,0.5625,0.35294117647058826,0.5454545454545454,0.53125,0.3469387755102041,0.53125,0.40825582668622895,0.9036103437723906,0.19372819794598717,0.7822760461773491
10095,2.5,0.75,0.36507936507936506,0.575,0.3333333333333333,0.22950819672131148,0.2978723404255319,0.1836734693877551,0.15254237288135594,0.18,0.8265138975953409,1.2857012853655712,0.25698535951218754,1.1857113789679152
10096,0.25,0.9375,0.37037037037037035,0.5882352941176471,0.42857142857142855,0.27848101265822783,0.38596491228070173,0.2459016393442623,0.19480519480519481,0.24193548387096775,0.7187738972693232,1.1989778123629504,0.2062712164839431,1.0871540883868016
10097,4.0,1.0,0.43478260869565216,0.7692307692307693,0.813953488372093,0.4222222222222222,0.7307692307692307,0.7142857142857143,0.4090909090909091,0.6923076923076923,0.1951164319633122,0.6246862123711586,0.1019500380491522,0.5564993176482491
10098,0.8,0.75,0.4,0.6666666666666666,0.5,0.3333333333333333,0.5,0.4090909090909091,0.2903225806451613,0.4090909090909091,0.7730689771088156,1.2434379575264827,0.3510528947099654,0.9154807459131923
10099,1.2,0.8571428571428571,0.4444444444444444,0.8,0.5483870967741935,0.34615384615384615,0.5294117647058824,0.47058823529411764,0.32,0.47058823529411764,0.5885090966499615,1.084904693187343,0.23833813307885626,0.8479237993825288
10100,2.4,0.7,0.32978723404255317,0.49206349206349204,0.27692307692307694,0.20652173913043478,0.2602739726027397,0.1780821917808219,0.14942528735632185,0.17567567567567569,0.8234356066559458,1.2833048014060773,0.21973441654805626,1.1613186697548052
10101,0.6,0.75,0.3176470588235294,0.46551724137931033,0.23333333333333334,0.1686746987951807,0.2028985507246377,0.16176470588235295,0.13580246913580246,0.15714285714285714,0.8505722512038829,1.3042793038332572,0.22722853926391706,1.2076412711111422
10102,2.4,0.6666666666666666,0.35064935064935066,0.54,0.3958333333333333,0.25333333333333335,0.3392857142857143,0.2962962962962963,0.2191780821917808,0.2807017543859649,0.6439330813246954,1.1348419108622092,0.21442258393369465,1.0416374503657075
10103,3.75,0.6470588235294118,0.3541666666666667,0.5483870967741935,0.41379310344827586,0.2608695652173913,0.35294117647058826,0.23529411764705882,0.18181818181818182,0.2222222222222222,0.5496067722386608,1.0484338531721118,0.2641159078161542,1.1317479754959618
10104,2.8,0.8,0.4166666666666667,0.7142857142857143,0.4722222222222222,0.3275862068965517,0.48717948717948717,0.35,0.26785714285714285,0.36585365853658536,0.5822622721716335,1.0791313841897414,0.2140162208776116,0.9306108272846286
10105,3.0,0.9047619047619048,0.4090909090909091,0.6923076923076923,0.3380281690140845,0.24074074074074073,0.3170731707317073,0.15730337078651685,0.1320754716981132,0.15217391304347827,0.7701987388262715,1.2411275025768074,0.18143894629121926,1.180152667067389
10106,3.6,0.6666666666666666,0.38461538461538464,0.625,0.5128205128205128,0.31746031746031744,0.46511627906976744,0.3902439024390244,0.27586206896551724,0.38095238095238093,0.662099765175055,1.1507386889950775,0.22799105454809152,0.9306108272846286
10107,1.5,0.7058823529411765,0.37037037037037035,0.5882352941176471,0.47058823529411764,0.3076923076923077,0.4444444444444444,0.3888888888888889,0.28,0.3888888888888889,0.679140785367846,1.1654533756164132,0.25680564880055873,0.9376048865937027
10108,3.8,0.7647058823529411,0.3684210526315789,0.5833333333333334,0.5757575757575758,0.34545454545454546,0.5277777777777778,0.5142857142857142,0.33962264150943394,0.5142857142857142,0.27401703739800254,0.740293235681649,0.1711426456877726,0.7639364792596695
10109,2.6,0.7727272727272727,0.3939393939393939,0.65,0.4657534246575342,0.3,0.42857142857142855,0.29292929292929293,0.2265625,0.29292929292929293,0.47001593897563243,0.9695524111419996,0.12738192833598663,1.0439066098876855
10110,2.8,0.7272727272727273,0.36585365853658536,0.5769230769230769,0.42857142857142855,0.3,0.42857142857142855,0.3050847457627119,0.23076923076923078,0.3,0.6188573219894656,1.1125262441753592,0.1892615260148075,1.0399237214605253
10111,3.0,0.7727272727272727,0.375,0.6,0.3709677419354839,0.2553191489361702,0.34285714285714286,0.2638888888888889,0.20652173913043478,0.2602739726027397,0.5378877736537517,1.0371960023580422,0.16272529392190438,1.090204246303386
10112,5.0,0.8,0.42857142857142855,0.75,0.5476190476190477,0.35294117647058826,0.5454545454545454,0.40425531914893614,0.2878787878787879,0.40425531914893614,0.5300127945507664,1.0295754411899758,0.1948463346332486,0.9208451450039894
10113,2.4,1.0,0.4583333333333333,0.8461538461538461,0.6666666666666666,0.3829787234042553,0.6206896551724138,0.5964912280701754,0.3695652173913043,0.5862068965517241,0.3146754310540044,0.7933163694945473,0.12167129208299891,0.7124570060787717
10114,2.8,0.7777777777777778,0.38961038961038963,0.6382978723404256,0.5121951219512195,0.32,0.47058823529411764,0.3333333333333333,0.2465753424657534,0.32727272727272727,0.751930973960165,1.2263204915193784,0.22931125899679483,0.9421268933453969
10115,1.8,0.7222222222222222,0.3972602739726027,0.6590909090909091,0.4,0.2535211267605634,0.33962264150943394,0.2777777777777778,0.21739130434782608,0.2777777777777778,0.7594685447040547,1.2324516580410403,0.226585299583282,1.0628319341370538
10116,4.6,0.8235294117647058,0.4406779661016949,0.7878787878787878,0.7096774193548387,0.42105263157894735,0.7272727272727273,0.6666666666666666,0.4,0.6666666666666666,0.11289858216063009,0.4751811910432278,0.09775775783868218,0.6305668167575064
